"dcAccrualPeriodicity","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierBG","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrelationisbasisfor","dcrelationreferences","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","Unnamed: 33"
"","Servei de Premsa","Barcelona","","2017-02-24","2017-02-24","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100863","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Habitatge de lloguer. Transport públic. Política turística","Societat i benestar. Habitatge. Turisme. Urbanisme i infraestructures","notes de premsa","","Ada Colau ofereix acords als grups per regular el preu del lloguer, millorar el finançament del transport, desbloquejar infraestructures i gestionar millor el turisme","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-06-10","2016-06-10","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/97428","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Centres d'acolliment. Immigrants en situació irregular","Societat i benestar","notes de premsa","","La síndica de Barcelona, en contra de la reobertura del CIE de la Zona Franca","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-02-17","2017-02-17","Podeu consultar la versió en català a: http://hdl.handle.net/11703/100500","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100501","cas","","http://hdl.handle.net/11703/100500","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Espais públics. Mobiliari urbà. Zones verdes","","notes de premsa","","La síndica recomienda llevar a cabo mejoras en el espacio urbano del barrio de las Tres Torres, en Sarrià-Sant Gervasi","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 1. Ciutat Vella. Barcelona. Districte 3. Sants-Montjuïc. Barcelona. Districte 8. Nou Barris. Barcelona. Districte 9. Sant Andreu. Barcelona. Districte 10. Sant Martí","","2017-06-15","2017-06-15","Podeu consultar la versió en castellà a:  http://hdl.handle.net/11703/102628","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102627","cat","","http://hdl.handle.net/11703/102628","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Residències de persones grans. Reclamacions","Societat i benestar","notes de premsa","","La síndica supervisa una queixa col·lectiva contra cinc residències de gent gran a Barcelona","","text",""
"http://hdl.handle.net/11703/98142","Sindicatura de Greuges de Barcelona","Barcelona. Districte 7. Horta-Guinardó. Font d'en Fargues (Barcelona : Barri). Arc de Sant Martí, Passatge de l'","","2016-07-27","2016-07-27","Podeu consultar la versió en català a: http://hdl.handle.net/11703/98142","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98143","cas","","http://hdl.handle.net/11703/98142","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","El pasaje Arc de Sant Martí de Horta-Guinardó será público; así lo recomendó la síndica","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-03-09","2017-03-09","Podeu consultar la versió en català a:  http://hdl.handle.net/11703/101041","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101048","cas","","http://hdl.handle.net/11703/101041","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Participació ciutadana. Pressupostos municipals. Reclamacions","Societat i benestar. Hisenda","notes de premsa","","El Ayuntamiento tiene que velar para que en las convocatorias de audiencias públicas se garanticen los plazosy condiciones previstasen las normas de participación","","text",""
"","Servei de Premsa","Barcelona. Districte 8. Nou Barris","","2017-03-11","2017-03-11","","Abans del concert s'ha llegit un manifest i s'ha fet una crit conjunt de rebuig contra l'agressió de violència masclista d'ahir a la tarda","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101750","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Violència envers les dones","Societat i benestar","notes de premsa","","L'Ajuntament de Barcelona denuncia l'agressió a una dona embarassada a mans del seu company i la mort del nadó que esperava","","text",""
"","Institut Barcelona Esports","Barcelona","","2017-02-24","2017-02-24","","","","application/msword","1 p.","","organismes autònoms","Mandat 2015-","http://hdl.handle.net/11703/100844","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Esports","Esport","notes de premsa","","David Escudé assistirà al 44è Torneig Internacional Ciutat de Barcelona de Judo","","text",""
"","Servei de Premsa","Barcelona","","2015-11-27","2015-11-27","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84314","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","Economia. Transport","notes de premsa","","Colau rebutja qualsevol augment de les tarifes del transport públic i proposa una congelació total pel 2016","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-11-15","2016-11-15","Podeu consultar la versió en català a: http://hdl.handle.net/11703/98951","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98952","cas","","http://hdl.handle.net/11703/98951","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Infants immigrants. Immigrants adolescents","","notes de premsa","","La síndica pide más recursos para prevenir y atender situaciones de riesgo de los menores exstranjeros indocumentados no acompañados","","text",""
"","Servei de Premsa","Trinitat Vella (Barcelona : Barri)","","2017-02-22","2017-02-22","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100831","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Presó Model de Barcelona. Habitatge públic. Convenis","Societat i benestar. Habitatge","notes de premsa","","La Generalitat i l'Ajuntament signen un conveni per al trasllat de la Model i la construcció d'habitatge social a Trinitat Vella","","text",""
"","Servei de Premsa","","","2010-11-24","2010-11-24","","","","application/pdf","3 p.","18645","","Mandat 2007-2011","http://hdl.handle.net/11703/89931","cat","","","","","","","","","","","Convivència. Comunicació intercultural. Multiculturalisme. Integració social","Societat i benestar","notes de premsa","","Barcelona inicia una estratègia per combatre rumors i estereotips sobre la diversitat cultural","","text",""
"","Sindicatura de Greuges de Barcelona","Gran de Sant Andreu, Carrer (Barcelona). Barcelona. Districte 9. Sant Andreu","","2016-09-27","2016-09-27","Podeu consultar la versió en català a: http://hdl.handle.net/11703/98342","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98343","cas","","http://hdl.handle.net/11703/98342","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Obres públiques. Centre d'Art Contemporani de Barcelona","Urbanisme i infraestructures","notes de premsa","","La síndica dice al Ayuntamiento que abra a la ciudadanía el paso privado entre la calle Gran de Sant Andreu i la Fabra i Coats","","text",""
"","Servei de Premsa","Barcelona","","2016-01-02","2016-01-02","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/86555","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Barcelona Activa, S.A.. Joves. Atur juvenil. Formació ocupacional","","notes de premsa","","Barcelona rep 1 milió d’euros de fons europeus per engegar el programa “Garantia d’èxit BCN” i atendre 1.000 joves durant el 2016","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-02-26","2016-02-26","","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/88433","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","Presentació de l'informe anual de queixes de 2015 davant del Consell Plenari","","text",""
"","Sindicatura de Greuges de Barcelona","Port Olímpic (Barcelona). Barcelona. Districte 10. Sant Martí","","2016-09-13","2016-09-13","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/98151","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98150","cat","","http://hdl.handle.net/11703/98151","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Espais públics. Civisme","Seguretat. Societat i benestar","notes de premsa","","La síndica diu que cal més Guàrdia Urbana al Port Olímpic per garantir els usos cívics de l'espai públic","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 1. Ciutat Vella. Rambla, La (Barcelona)","","2017-08-18","2017-08-18","Podeu consultar la versió en català a: http://hdl.handle.net/11703/105275","La síndica  de  greuges de  Barcelona, condena enérgicamente el atentado de la Rambla, en el que han muerto 15 personas y han resultado heridas cerca de un centenar.","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/105276","cas","","http://hdl.handle.net/11703/105275","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Atemptats. Terrorisme. Víctimes del terrorisme","Societat i benestar. Seguretat","notes de premsa","","La síndica condena el atentado de la Rambla y asegura que Barcelona no claudicará ante actos de esta barbarie","","text",""
"","Servei de Premsa","Barcelona","","2017-02-22","2017-02-22","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100829","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Reis mags. Espectacles i passatemps","Cultura i oci","notes de premsa","","L'alcaldessa de Barcelona rep els Reis d'Orient al Moll de la Fusta","","text",""
"","Servei de Premsa","Barcelona","","2015-12-03","2015-12-03","","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84323","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","Barcelona es reivindica a la Business of Design Week de Hong Kong com una ciutat innovadora que vol ser justa i democràtica","","text",""
"","Servei de Premsa","Besòs (Barcelona : Barri). Llobregat, Delta del (Catalunya)","","2017-02-22","2017-02-22","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100821","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Rehabilitació urbana","Urbanisme i infraestructures","notes de premsa","Pla de Barris 2016-2026 (Barcelona). Pla Director Urbanístic d'Àmbits d'Activitat Econòmica del Delta del Llobregat 2016","Colau impulsa la transformació de les àrees del Besòs i del Delta del Llobregat","","text",""
"","Sindicatura de Greuges de Barcelona","Robador, Carrer (Barcelona). Raval (Barcelona : Barri). Barcelona. Districte 1. Ciutat Vella","","2017-05-03","2017-05-03","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/101993","","","application/pdf","5 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101992","cat","","http://hdl.handle.net/11703/101993","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Convivència. Espais públics. Prostitució. Policia local","Societat i benestar","notes de premsa","","La síndica diu que cal reforçar la presència de la Guàrdia Urbana a les nits a l'Illa Rovador, al Raval","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 6. Gràcia","","2016-06-29","2016-06-29","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/97532","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/97529","cat","","http://hdl.handle.net/11703/97532","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Turisme","","notes de premsa","","La síndica demana més mesures per limitar el creixement turístic a Gràcia","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-02-26","2016-02-26","","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/88435","cas","","http://hdl.handle.net/11703/88433. http://hdl.handle.net/11703/88433","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Sindicatura de Greuges de Barcelona","","notes de premsa","","Presentación del informe anual de quejas de 2015 ante el Consejo Plenario","","text",""
"","Servei de Premsa","Barcelona","","2017-02-22","2017-02-22","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100825","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Transparència política. Empreses públiques. Fundacions","Sector públic","notes de premsa","","L'Ajuntament crea un nou web que aglutina totes les empreses, organismes, consorcis i fundacions en un nou exercici de transparència","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-06-20","2017-06-20","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/102711. Fa referència a la modificació de 26-06-2017 de l'Ordenança de circulació de vianants i de vehicles [http://hdl.handle.net/11703/102495]","Els vigilants de l'àrea verda i blava tindran major protecció legal per evitar agressions. L'objectiu és protegir a aquestes persones de les agressions que pateixen des de fa anys i que els  atacs puguin  ser   castigats  amb  més  duresa","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102709","cat","","http://hdl.handle.net/11703/102711","","","http://hdl.handle.net/11703/102495","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Aparcaments. Vigilants. Violència en el lloc de treball. Barcelona de Serveis Municipals, S.A. (BSM)","Seguretat","notes de premsa","","Els i les vigilants de l'Àrea verda i blava tindran una major protecció legal per evitar agressions, com va demanar la síndica","","text",""
