"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifierisbn","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisreferencedby","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 47"
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2001-07-20","2001-08-10","","","Aprovada pel Plenari del Consell Municipal de 20-07-2001","","Modifica l'Ordenança dels usos del paisatge urbà a la ciutat de Barcelona [1999] [http://hdl.handle.net/11703/89240]","","","application/pdf","3 p.","application/pdf","13274","","Butlletí Oficial de la Província de Barcelona, núm. 191 (10-08-2001), p. 66-68","","","http://hdl.handle.net/11703/89241","cat","","","","","","","","","http://hdl.handle.net/11703/89240","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Arquitectura del paisatge urbà | Urban landscape | Arquitectura del paisaje urbano","Legislació i justícia | Urbanisme i infraestructures","ordenances municipals","Ordenança dels usos del paisatge urbà a la ciutat de Barcelona [1999] : modificació [2001-07-20]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2017-05-26","2017-06-16","","2017-06-16 | 2017-07-01","Aprovada pel Plenari del Consell Municipal de 26-05-2017 | Vigent als quinze dies naturals comptats des de l’endemà de la seva publicació al Butlletí Oficial de la Província de Barcelona, a excepció d’allò assenyalat a l’article 14ter.4.b) i Disposició addicional única, respecte al Registre de Vehicles de Mobilitat Personal, que entrarà en vigor l’endemà de dita publicació. | Es referenciat per la nota de premsa de la Sindicatura de Greuges de Barcelona sobre la protecció legal del vigilants de aparcaments per evitar agressions. Versió català [http://hdl.handle.net/11703/102709] i versió castellà [http://hdl.handle.net/11703/102711]","","Modifica l'Ordenança de circulació de vianants i de vehicles [1998] [http://hdl.handle.net/11703/89263]","","","application/pdf","56 p.","application/pdf","","","Gaseta Municipal de Barcelona (08-06-2017) | Butlletí Oficial de la Província de Barcelona (16-06-2017)","","","http://hdl.handle.net/11703/102495","cat","","","","","","","http://hdl.handle.net/11703/102709 | http://hdl.handle.net/11703/102711","","http://hdl.handle.net/11703/89263","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Circulació urbana | Vianants | Aparcaments | Urban traffic | Pedestrians | Parking garages | Circulación urbana | Peatones | Aparcamiento","Legislació i justícia | Transport","ordenances municipals","Ordenança de circulació de vianants i de vehicles [1998] : modificació [2017-05-26]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2018-12-21","2019-02-01","","2019-02-02","Aprovada pel Plenari del Consell Municipal de 21-12-2018 | Referenciada per la Instrucció per a l'aplicació del Portal de Contractació Electrònica de l'Ajuntament de Barcelona [http://hdl.handle.net/11703/117092]","","Substitueix a l'Ordenança reguladora de l'administració electrònica [2009] [	http://hdl.handle.net/11703/89260] | Substitueix al Règim regulador de la seu electrònica de titularitat de l'Ajuntament de Barcelona [2009] [http://hdl.handle.net/11703/83450]","","","application/pdf","2 documents","application/pdf","","","Butlletí Oficial de la Província de Barcelona (01-02-2019) | Gaseta Municipal de Barcelona (05-02-2019)","","","http://hdl.handle.net/11703/112262","cat","","","","","","","http://hdl.handle.net/11703/117092","","","","http://hdl.handle.net/11703/89260 | http://hdl.handle.net/11703/83450","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Administració electrònica | Internet en la administración pública | Internet in public administration","","ordenances municipals","Ordenança reguladora de l'administració electrònica [2018]","Text vigent de l'Ordenança reguladora de l'administració electrònica","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2011-02-25","2011-05-02","","2011-05-19","Aprovada pel Plenari del Consell Municipal de 25-02-2011 | Referenciada per l'informe d'Anàlisi d'escenaris de qualificació energètica d'edificis a Barcelona : estudi en edificacions de nova planta d'ús residencial. Podeu consultar la versió en català a: http://hdl.handle.net/11703/110638 i en castellà a: http://hdl.handle.net/11703/110916 | Referenciada per l'informe d'Anàlisi d'escenaris de qualificació energètica d'edificis a Barcelona : estudi en edificacions de nova planta d'ús terciari. Podeu consultar la versió en català a: http://hdl.handle.net/11703/110637 i en castellà a: http://hdl.handle.net/11703/110917 | Referenciat per l'Estudi d'impacte acústic d'activitats musicals a l'espai urbà Sot del Migdia de Barcelona : informe tècnic [http://hdl.handle.net/11703/111048]","Modificada per la Comissió de Govern de 09-04-2014 [http://hdl.handle.net/11703/86860] | Modificada per l'Ordenança sobre la protecció, tinença i venda d'animals [2014] [http://hdl.handle.net/11703/86855] | Apartats 5 i 6 de l'art. 610-2 i art. 67-8, punt 2, apartat A, lletra f, només quan estableix literalment  ""i per a respondre de l'impagament de les sancions imposades d'acord amb el que disposa aquesta Ordenança"" deixats sense efecte per la sentència del Tribunal Superior de Justícia de Catalunya de 28-01-2019 [http://hdl.handle.net/11703/117209]","Deroga l'Ordenança general del medi ambient urbà [1999] [http://hdl.handle.net/11703/91612]","","","application/pdf","193 p.","application/pdf","14053","","Butlletí Oficial de la Província de Barcelona (02-05-2011), p. 1-193","","","http://hdl.handle.net/11703/86859","cat","","","","","","","http://hdl.handle.net/11703/110638 | http://hdl.handle.net/11703/110916 | http://hdl.handle.net/11703/110637 | http://hdl.handle.net/11703/110917 | http://hdl.handle.net/11703/111048","","","","http://hdl.handle.net/11703/91612","http://hdl.handle.net/11703/86860 | http://hdl.handle.net/11703/86855 | http://hdl.handle.net/11703/117209","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Medi ambient | Establiments de concurrència pública | Environment | Public areas | Medio ambiente | Establecimientos de concurrencia pública","Legislació i justícia | Medi ambient","ordenances municipals","Ordenança del medi ambient de Barcelona [2011]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","1986-04-22","1986-05-15","","1986-05-16","Aprovada pel Plenari del Consell Municipal de 22-04-1986 | Podeu consultar-ne una altra versió a: http://hdl.handle.net/11703/86851 (ed. 1993 en català)","Modificada pel Plenari del Consell Municipal de 22-06-1993 [http://hdl.handle.net/11703/89268]","","Digitalitzat pel SEDAC","","application/pdf","2 p.","application/pdf","14144","","Butlletí Oficial de la Província de Barcelona, núm. 116 (15-05-1986), p. 6-7 | També disponible a la Gaseta Municipal de Barcelona, núm. 19 (10-07-1986), p. 613614","","","http://hdl.handle.net/11703/86851","cat","","http://hdl.handle.net/11703/86851","","","","Reproducció digital del document en suport original","","","","","","http://hdl.handle.net/11703/89268","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Pirotècnia | Fireworks | Fuegos artificiales","Legislació i justícia | Comerç","ordenances municipals","Ordenança sobre els establiments de venda d'articles de pirotècnia [1986]","","text","info:eu-repo/semantics/other",""
"Gerència de Turisme, Comerç i Mercats | Direcció de Serveis de Comerç","Barcelona | Barcelona | Barcelona","","Si","2019-05-03","2019-05-14","","2019-05-15","Aprovada pel Plenari del Consell Municipal de 03-05-2019","","Modifica l'Ordenança municipal de les activitats i dels establiments de concurrència pública de Barcelona [2003] [http://hdl.handle.net/11703/89250]","","","application/pdf","2 documents","application/pdf","","","Butlletí Oficial de la Província de Barcelona (14-05-2019) | Correcció d'errades Butlletí Oficial de la Província de Barcelona (04-06-2019)","","","http://hdl.handle.net/11703/114025","cat","","","","","","","","","http://hdl.handle.net/11703/89250","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Establiments de concurrència pública | Establecimientos de concurrencia pública | Establishments open to the public | Terrasses (Hoteleria) | Terrazas (Hostelería) | Bar terraces | Sales de concerts | Salas de conciertos | Concert halls | Activitats culturals | Animación cultural | Cultural animation | Música | Música | Music","Comerç | Cultura i oci | Legislació i justícia","ordenances municipals","Ordenança municipal de les activitats i dels establiments de concurrència pública de Barcelona [2003] : modificació [2019-05-03]","Modificació de l’ordenança municipal de les activitats i dels establiments de pública concurrència per incorporar els espais de cultura viva","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","1998-09-25","1998-09-25","","1998-10-18","Aprovat pel Plenari del Consell Municipal de 25-09-1998","Modificada per l'Ordenança reguladora del procediment sancionador [2010] [http://hdl.handle.net/11703/89239]","Deroga l'Ordenança sobre les condicions tècniques i higiènico-sanitàries de forns i obradors de pa, de rebosteria i de pastisseria [1965] [http://hdl.handle.net/11703/100796]","","","application/pdf","7 p.","application/pdf","14457","","Butlletí Oficial de la Província de Barcelona, núm. 249 (17-10-1998), p. 20-26","","","http://hdl.handle.net/11703/89267","cat","","","","","","","","","","","http://hdl.handle.net/11703/100796","http://hdl.handle.net/11703/89239","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Establiments comercials | Pa | Fleques | Retail stores | Bread | Bakers and bakeries | Comercios | Pan | Panaderías","Legislació i justícia | Comerç","ordenances municipals","Ordenança sobre les condicions tècniques i zona d'ubicació de les instal·lacions destinades a la producció i comercialització del pa i pastisseria [1998]","Text refós de l'Ordenança sobre les condicions tècniques i zona d'ubicació de les instal·lacions destinades a la producció i comercialització del pa i pastisseria [1998]","text","info:eu-repo/semantics/other",""
"Gerència de Medi Ambient i Serveis Urbans | Gerència d'Àrea d'Ecologia Urbana","Barcelona | Barcelona | Barcelona | Hospitalet de Llobregat (Catalunya) | Hospitalet de Llobregat (Catalonia) | Hospitalet de Llobregat (Cataluña) | Esplugues de Llobregat (Catalunya) | Esplugues de Llobregat (Catalonia) | Esplugues de Llobregat (Cataluña) | Cornellà de Llobregat (Catalunya) | Cornellà de Llobregat (Catalonia) | Cornellà de Llobregat (Cataluña) | Sant Adrià de Besòs (Catalunya) | Sant Adrià de Besòs (Catalonia) | Sant Adrià de Besòs (Cataluña)","","Si","2019-12-20","2019-12-31","","2020-01-01","Aprovada pel Plenari del Consell Municipal de 20-12-2019","","","","","application/pdf","3 documents","application/pdf","","Núm. Exp. 19SD0123NT","Butlletí Oficial de la Província de Barcelona (31-12-2019) | Gaseta Municipal de Barcelona (31-12-2019)","","","http://hdl.handle.net/11703/116275","cat","","<a href=""http://hdl.handle.net/11703/117444"">Versió en castellà</a>","","","","","","","","","<a href=""http://hdl.handle.net/11703/106633"">Decret de l'Alcaldia d'Activació de la Zona de Baixes Emissions Episòdica [2017] (S1/D/2017-3425)</a>","<a href=""http://hdl.handle.net/11703/117916"">Ban de suspensió de l’aplicació del règim sancionador de l'ordenança per la declaració d'estat d'alarma pel COVID-19</a>","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Qualitat de l'aire | Air quality | Calidad del aire | Circulació urbana | Urban traffic | Circulación urbana | Vehicles | Vehicles | Vehículos | Contaminació atmosfèrica | Atmospheric pollution | Contaminación atmosférica","Legislació i justícia | Medi ambient","acords | ordenances municipals","Ordenança relativa a la restricció de la circulació de determinats vehicles a la ciutat de Barcelona amb l'objectiu de preservar i millorar la qualitat de l'aire [2019]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2008-02-29","2008-04-05","","2008-04-07","Aprovada pel Plenari del Consell Municipal de 29-02-2008","Modificada per l'Ordenança reguladora del procediment sancionador [2010] [http://hdl.handle.net/11703/89239]","Deroga l'Ordenança municipal per a la regulació del transport de mercaderies perilloses per la ciutat de Barcelona [1994] [http://hdl.handle.net/11703/91636]","","","application/pdf","8 p.","application/pdf","14150","","Butlletí Oficial de la Província de Barcelona, núm. 83 (05-04-2008), p. 38-45","","","http://hdl.handle.net/11703/89266","cat","","","","","","","","","http://hdl.handle.net/11703/86849","","","http://hdl.handle.net/11703/89239","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Incendis | Fires | Incendios","Legislació i justícia | Seguretat","ordenances municipals","Ordenança de condicions de protecció contra incendis [2008]","Ordenança reguladora de les condicions de protecció contra incendis [2008]","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","1979-01-18","1979-02-23","","1979-02-23","Aprovada per la Corporació Metropolitana el 18-01- 1979 | Podeu consultar la versió no oficial a: http://hdl.handle.net/11703/101026 (ed. 1993 en català) | Referenciada pels Plans especials de protecció del patrimoni arquitectònic històrico-artístic dels diversos districtes de Barcelona","Modificada per acord de la Corporació Metropolitana de Barcelona de 18-01-1979 | Modificada per acord de la Corporació Metropolitana de Barcelona de 24-04-1986 [http://hdl.handle.net/11703/101025]","","","","application/pdf","16 p.","application/pdf","","","Boletín Oficial de la Provincia de Barcelona, núm 47 (23-02-1979), p. 5-6","districtes","","http://hdl.handle.net/11703/84038","spa","","http://hdl.handle.net/11703/101026","","","","Reproducció digital del document en suport original","http://hdl.handle.net/11703/89289 | http://hdl.handle.net/11703/86883 | http://hdl.handle.net/11703/86882 | http://hdl.handle.net/11703/86881 | http://hdl.handle.net/11703/89287 | http://hdl.handle.net/11703/89288 | http://hdl.handle.net/11703/89290 | http://hdl.handle.net/11703/89291 | http://hdl.handle.net/11703/89292 | http://hdl.handle.net/11703/86884 | http://hdl.handle.net/11703/89293 | http://hdl.handle.net/11703/89294 | http://hdl.handle.net/11703/89295","","","","","http://hdl.handle.net/11703/101025","Domini públic","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Patrimoni cultural | Urbanisme | Cultural heritage | City planning | Patrimonio cultural | Urbanismo","Urbanisme i infraestructures","ordenances municipals | documents digitalitzats","Ordenanza sobre protección del patrimonio arquitectónico, histórico-artístico de la ciudad de Barcelona [1979]","Ordenança sobre el patrimoni arquitectònic històrico-artístic de la ciutat de Barcelona [1979]","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
