"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdisposal","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasformat","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisreferencedby","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 49"
"Institut Municipal de Persones amb Discapacitat (Barcelona)","Barcelona. Districte 3. Sants-Montjuïc | Barcelona. District 3. Sants-Montjuïc | Barcelona. Distrito 3. Sants-Montjuïc","","Si","2017-05-23","2017-06-28","","2017-06-29","Resolució de la Presidenta de l'Institut Municipal de Persones amb Discapacitat de 23-05-2017","","","","","","application/pdf","","application/pdf","","","Butlletí Oficial de la Província de Barcelona (28-06-2017)","organismes autònoms","","http://hdl.handle.net/11703/102846","cat","","","","","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Comissió Tècnica del Programa Fem Salut a l'Hort | Horts | Agricultura urbana | Comissió Tècnica del Programa Fem Salut a l'Hort | Vegetable gardening | Urban agriculture | Comissió Tècnica del Programa Fem Salut a l'Hort | Huertos | Agricultura urbana","Medi rural i pesca","plans estratègics | reglaments","Programa Fem Salut a l'Hort 2016- (Barcelona)","Regulació de la comissió tècnica del programa Fem Salut a l'Hort [2017]","","text","info:eu-repo/semantics/other",""
"Institut Municipal d'Educació (Barcelona) | Consell Escolar Municipal (Barcelona)","Barcelona | Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","","Si","2018-03-23","2018-04-23","","2018-04-23","","","","","","","application/pdf","3 documents","application/pdf","","","Gaseta Municipal de Barcelona (03-05-2018) | Butlletí Oficial de la Província de Barcelona (23-04-2018)","consells | organismes autònoms","","http://hdl.handle.net/11703/108873","cat","","<a href=""http://hdl.handle.net/11703/108876"">Reglament de règim intern del Consell Escolar Municipal de Barcelona i dels Consells Escolars Municipals de Districte [2018]</a>","","","","","","","","","","<a href=""http://hdl.handle.net/11703/96417"">Reglament de constitució del Consell Escolar Municipal de Barcelona i dels Consells Escolars de Districte [1989]</a>","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Consell Escolar Municipal (Barcelona) | Consells Escolars Municipals de Districte (Barcelona) | Ensenyament | Organization and flowcharts | Consell Escolar Municipal (Barcelona) | Consells Escolars Municipals de Districte (Barcelona) | Teaching | Organización y organigramas | Consell Escolar Municipal (Barcelona) | Consells Escolars Municipals de Districte (Barcelona) | Enseñanza","Educació","reglaments | acords","","Reglament de Constitució del Consell Escolar Municipal de Barcelona i dels Consells Escolars Municipals de Districte [2018]","","text","info:eu-repo/semantics/other",""
"Institut Municipal d'Educació (Barcelona) | Conservatori Municipal de Música de Barcelona","Barcelona | Barcelona | Barcelona","2018 | 2019","Si","2018-03-22","2018-04-26","","","","","","","","","application/pdf","2 documents","application/pdf","","","Gaseta Municipal de Barcelona (11-04-2018) | Gaseta Municipal de Barcelona (26-04-2018)","organismes autònoms","","http://hdl.handle.net/11703/112548","cat","","","","","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Conservatori Municipal de Música de Barcelona | Organization and flowcharts | Conservatori Municipal de Música de Barcelona | Organización y organigramas | Conservatori Municipal de Música de Barcelona","Educació","reglaments","","Principis reguladors de l'organització i funcionament del Conservatori Municipal de Música de Barcelona, curs 2018-2019","","text","info:eu-repo/semantics/other",""
"Consorci de l'Habitatge de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2014-07-01","2014-07-28","","2014-07-29","Aprovada per la Junta General del Consorci de l'Habitatge de 01-07-2014","","","","","","application/pdf","12 p.","application/pdf","14091","","Butlletí Oficial de la Província de Barcelona (28-07-2014)","consorcis","","http://hdl.handle.net/11703/86359","cat","","","","","","","","","","","","<a href=""http://hdl.handle.net/11703/91712"">Reglament del registre de sol·licitants d'habitatge amb protecció oficial de Barcelona [2008]</a>","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Habitatge públic | Política de l'habitatge | Public housing | Housing policy | Viviendas de protección oficial | Política de vivienda","Legislació i justícia | Habitatge | Societat i benestar","reglaments","","Reglament del Registre de sol·licitants d'habitatge amb protecció oficial de Barcelona [2014]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2012-06-29","2012-07-12","","2012-07-13","","Modificat l'apartat 2 de l'article 17 pel 	Reglament de Participació de l'Ajuntament de Barcelona [2017] [http://hdl.handle.net/11703/106138]","","","","","application/pdf","6 p.","application/pdf","9613","","Butlletí Oficial de la Província de Barcelona (12-07-2012)","","","http://hdl.handle.net/11703/91763","cat","","http://hdl.handle.net/11703/106138","","","","","","","","","","http://hdl.handle.net/11703/91663 | http://hdl.handle.net/11703/91660 | http://hdl.handle.net/11703/91659 | http://hdl.handle.net/11703/91661 | http://hdl.handle.net/11703/91658 | http://hdl.handle.net/11703/91662","http://hdl.handle.net/11703/106138","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Condecoracions | Medalles | Decorations of honor | Medals | Condecoraciones | Medallas","Legislació i justícia | Cultura i oci","reglaments","","Reglament d'honors i distincions de l'Ajuntament de Barcelona [2012]","","text","info:eu-repo/semantics/other",""
"Consorci del Parc de Collserola (Catalunya)","Barcelona. Districte 5. Sarrià-Sant Gervasi | Collserola, Serra de (Catalunya) | Collserola, Parc (Barcelona) | Barcelona. District 5. Sarrià-Sant Gervasi | Collserola, Serra de (Catalonia) | Collserola, Park (Barcelona) | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Collserola, Serra de (Cataluña) | Collserola, Parque (Barcelona)","","Si","2016-06-20","2016-10-13","","2016-10-14","Aprovació inicial per l'Assemblea General del Consorci Natural de la Serra de Collserola el 20-06-2016. Havent passat el període per la interposició d'al·legacions s'entén per aprovat definitivament el Reglament","","","","","","application/pdf","5 p.","application/pdf","","Núm. Exp. 2013/142-MN.","Butlletí Oficial de la Província de Barcelona (13-10-2016)","consorcis","","http://hdl.handle.net/11703/98594","cat","","","","","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Imatge corporativa | Productes agrícoles | Garantia de qualitat | Corporate image | Farm produce | Quality assurance | Imagen corporativa | Productos agrícolas | Garantía de calidad","Legislació i justícia | Comerç","reglaments","","Reglament d'ús per als productes agropecuaris acollits a la marca de garantia ""Productes de Collserola"" [2016 text refós]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2007-10-17","2007-10-30","2015-07-08","2007-10-31","Aprovada per Decret de l'Alcaldia de 17-10-2007","","Modifica les Normes de Funcionament de la Ponència Ambiental i la seva constitució [2000]  [http://hdl.handle.net/11703/91692] | Modifica les Normes de funcionament de la Ponència Ambiental i la seva constitució [2002] [http://hdl.handle.net/11703/91693]","","","","application/pdf","1 p.","application/pdf","5508","","Gaseta Municipal de Barcelona, núm. 28 (30-10-2007)","","","http://hdl.handle.net/11703/91695","cat","","","","","","","","","","http://hdl.handle.net/11703/91692 | http://hdl.handle.net/11703/91693","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Ponència Ambiental Municipal | Organization and flowcharts | Ponència Ambiental Municipal | Organización y organigramas | Ponència Ambiental Municipal","Medi ambient","reglaments","","Normes de funcionament de la Ponència Ambiental i la seva constitució [2002] : modificació [2007-10-30]","","text","info:eu-repo/semantics/other",""
"Alcaldia","Barcelona | Barcelona | Barcelona","","Si","1997-12-23","1998-02-10","","1997-12-23","Aprovat pel Decret de l'Alcaldia de 23-12-1997","","","Digitalitzat pel SEDAC","","","application/pdf","1 p.","application/pdf","11310","","Gaseta Municipal de Barcelona, núm. 4 (10-02-1998), p. 162","","","http://hdl.handle.net/11703/86354","cat","","","","","","","Reproducció digital del document en suport original","","","<a href=""http://hdl.handle.net/11703/84907""> Reglament del Fòrum Ciutat i Comerç i del seu Consell [1994]</a>","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Fòrum Ciutat i Comerç (Barcelona) | Comerç | Organization and flowcharts | Fòrum Ciutat i Comerç (Barcelona) | Commerce | Organización y organigramas | Fòrum Ciutat i Comerç (Barcelona) | Comercio","Legislació i justícia | Comerç | Societat i benestar","reglaments | documents digitalitzats","","Reglament del Fòrum Ciutat i Comerç i del seu Consell [1994] : modificació [1997-12-23]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2014-10-03","2014-11-03","","2014-10-04","Aprovat pel Plenari del Consell Municipal de 03-10-2014","","Deroga el Reglament intern de funcionament del Consell Municipal de Medi Ambient i Sostenibilitat [2005] [http://hdl.handle.net/11703/91671]","","","","application/pdf","9 p.","application/pdf","15719","","Butlletí Oficial de la Província de Barcelona (03-11-2014) | Publicat també a la Gaseta Municipal de Barcelona, núm. 30 (10-11-2014), p. 5658-5661","consells","","http://hdl.handle.net/11703/86360","cat","","","","","","","","","","","","http://hdl.handle.net/11703/91671","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Consell Ciutadà per la Sostenibilitat | Organization and flowcharts | Consell Ciutadà per la Sostenibilitat | Organización y organigramas | Consell Ciutadà per la Sostenibilitat","Legislació i justícia | Medi ambient","reglaments","","Reglament intern de funcionament del Consell Ciutadà per la Sostenibilitat [2014]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2014-09-03","2014-10-09","","2014-11-08","Aprovat per la Comissió de Govern de 03 -09-2014","","","","","","application/pdf","15 p.","application/pdf","14161","","Butlletí Oficial de la Província de Barcelona (09-10-2014)","","","http://hdl.handle.net/11703/83452","cat","","","","","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Reciclatge (Residus, etc.) | Recollida selectiva | Recycling (Waste, etc.) | Source separation (Recycling) | Reciclaje (Residuos, etc.) | Recogida selectiva de basura","Medi ambient","reglaments","","Normativa d'ús dels punts verds de Barcelona [2014]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2010-12-17","2011-01-04","","2011-01-05","","","Modifica la Normativa general reguladora de les subvencions [2005] [http://hdl.handle.net/11703/91680]","","","","application/pdf","9 p.","application/pdf","9498","","Butlletí Oficial de la Província de Barcelona (04-01-2011)","","","http://hdl.handle.net/11703/84887","cat","","","","","","<a href=""http://hdl.handle.net/11703/101783"">Inclusió d'habitatges al Programa de la borsa d'habitatges de lloguer de la ciutat de Barcelona 2017 : convocatòria</a>","","","","","","","http://hdl.handle.net/11703/91680","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Subvencions | Subsidies | Subvenciones públicas","Economia","reglaments","","Normativa general reguladora de les subvencions municipals [2010 text refós]","Normativa reguladora de les subvencions a atorgar per l'Ajuntament de Barcelona","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","","Si","2009-05-07","2009-05-30","","2009-05-31","Aprovada per Decret de l'Alcaldia de 07-05-2009","","","","","","application/pdf","1 p.","application/pdf","6011","","Gaseta Municipal de Barcelona, núm. 16 (30-05-2009)","districtes","","http://hdl.handle.net/11703/84897","cat","","","","","","","","","","<a href=""http://hdl.handle.net/11703/84896"">Pauta organitzativa dels districtes [2009]</a>","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Districtes municipals | Política i govern | Organization and flowcharts | Local districts | Politics and government | Organización y organigramas | Distritos municipales | Política y gobierno","Legislació i justícia | Sector públic","reglaments","","Pauta organitzativa dels districtes  [2009] : modificació [2009-05-07]","Normes reguladores de l'Organització dels Districtes i de la Participació Ciutadana","text","info:eu-repo/semantics/other",""
