"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 43"
"anual","","Agència Local d'Energia de Barcelona","","Barcelona | Barcelona | Barcelona","2016","No","2017-02-15","2017","","Aprovat per resolució de la presidència del Consorci de 15-02-2017 | Es basa en el Pressupost anual 2016 de l'Agència Local d'Energia de Barcelona [http://hdl.handle.net/11703/110437] | Requereix l'Informe d'intervenció de la liquidació del pressupost de l'exercici 2016 de l'Agència Local d'Energia de Barcelona [http://hdl.handle.net/11703/110439]","","","application/pdf","13 p.","application/pdf","","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/110438","cat","","","","http://hdl.handle.net/11703/110437","","Reproducció digital del document en suport original","","","http://hdl.handle.net/11703/110439","CC-BY","info:eu-repo/semantics/openAccess","Agència Local d'Energia de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Agència Local d'Energia de Barcelona | Municipal budgets | Agència Local d'Energia de Barcelona | Presupuestos municipales | Agència Local d'Energia de Barcelona","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost 2016 de l'Agència Local d'Energia de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Palau de la Música Catalana. Consorci","","Barcelona | Barcelona | Barcelona","2010","No","2009","2009","","És base per la Liquidació del pressupost anual 2010 Consorci del Palau de la Música Catalana [http://hdl.handle.net/11703/109523]","","","application/pdf","42 p.","application/pdf","","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/109522","cat","","","","","http://hdl.handle.net/11703/109523","","","","","CC-BY","info:eu-repo/semantics/openAccess","Palau de la Música Catalana. Consorci","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Palau de la Música Catalana. Consorci | Budget | Palau de la Música Catalana. Consorci | Presupuestos | Palau de la Música Catalana. Consorci","Economia","pressupostos","Pressupost anual 2010 del Consorci del Palau de la Música Catalana : projecte","","text","info:eu-repo/semantics/other",""
"anual","","Consorci per a la Defensa de la Conca del Besòs","","Barcelona | Barcelona | Barcelona","2017","No","2016-12-14","2016","","Aprovades per la Junta General del CDCRB de 14-12-2016 | Requerides pel Pressupost anual 2017 del Consorci per a la Defensa de la Conca del Besòs [http://hdl.handle.net/11703/109562]","","","application/pdf","23 p.","application/pdf","","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/109563","cat","","","","","","Reproducció digital del document en suport original","http://hdl.handle.net/11703/109562","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci per a la Defensa de la Conca del Besòs","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci per a la Defensa de la Conca del Besòs | Budget | Consorci per a la Defensa de la Conca del Besòs | Presupuestos | Consorci per a la Defensa de la Conca del Besòs","Economia","pressupostos | documents digitalitzats","Bases d'execució del pressupost anual del 2017 del Consorci per a la Defensa de la Conca del Besòs","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","Obert","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","2015","No","2014-12-19","2015-03-02","","Aprovat pel Plenari del Consell Municipal de 19-12-2014 | Requereix Instrucció per a l'elaboració dels Pressupostos per a l'any 2015 [http://hdl.handle.net/11703/108751] | Requerit pel Pressupost general 2015 prorrogat [http://hdl.handle.net/11703/86412]","","Bases d'execució p. 193","application/pdf","230 p.","application/pdf","","","Gaseta Municipal de Barcelona, núm. 7 (02-03-2015), p. 1191-1420","","Mandat 2011-2015","http://hdl.handle.net/11703/84279","cat","Ajuntament de Barcelona","http://hdl.handle.net/11703/86782 | http://hdl.handle.net/11703/97291","http://hdl.handle.net/11703/88915","http://hdl.handle.net/11703/88925 | http://hdl.handle.net/11703/88935","","","http://hdl.handle.net/11703/86412","","http://hdl.handle.net/11703/108751","Domini públic","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Administració local | Pressupostos municipals | Local government | Municipal budgets | Administración local | Presupuestos municipales","Sector públic | Economia","revistes i anuaris | pressupostos","Gaseta municipal de Barcelona. Any 102, núm. 07 (2 març 2015) : Pressupost general i bases d'execució 2015","Pressupost general 2015","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Federació de Municipis de Catalunya","","Barcelona | Barcelona | Barcelona","2016","No","2016-07-08","2016","","Aprovat per la 27ena Assemblea General de la Federació de Municipis de Catalunya el 08-07-2016","","","application/pdf","93 p.","application/pdf","","","","associacions","Mandat 2015-2019","http://hdl.handle.net/11703/110229","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Federació de Municipis de Catalunya","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Federació de Municipis de Catalunya | Budget | Federació de Municipis de Catalunya | Presupuestos | Federació de Municipis de Catalunya","Economia","pressupostos","Pressupost anual 2016 de la Federació de Municipis de Catalunya","","text","info:eu-repo/semantics/other",""
"Anual","","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Consorci Sanitari de Barcelona","","Barcelona | Barcelona | Barcelona","2013","No","2014-04","2014","","","","","application/pdf","52 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107515","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Consorci Sanitari de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Pressupostos municipals | Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Municipal budgets | Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Presupuestos municipales","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost 2013 de l'Institut de Prestacions d'Assistència Mèdica al Personal Municipal","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Barcelona Gestió Urbanística, S.A.","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/vnd.ms-excel","2 fitxers","application/vnd.ms-excel","","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/110500","cat","","","","","","","","","","CC0","info:eu-repo/semantics/openAccess","","https://creativecommons.org/choose/zero/?lang=ca","Pressupostos municipals | Barcelona Gestió Urbanística, S.A. | Municipal budgets | Barcelona Gestió Urbanística, S.A. | Presupuestos municipales | Barcelona Gestió Urbanística, S.A.","Economia","pressupostos","Pressupost anual 2017 de Barcelona Gestió Urbanística, S.A.","","dataset","info:eu-repo/semantics/other",""
"anual","","Fundació Maria Aurèlia Capmany","","Barcelona | Barcelona | Barcelona","2013","No","2012","2012","","","","","application/pdf","2 p.","application/pdf","","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/110092","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Maria Aurèlia Capmany","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Maria Aurèlia Capmany | Budget | Fundació Maria Aurèlia Capmany | Presupuestos | Fundació Maria Aurèlia Capmany","Economia","pressupostos | documents digitalitzats","Pressupost anual 2013 de la Fundació Maria Aurèlia Capmany","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Fundació Barcelona Mobile World Capital Foundation","","Barcelona | Barcelona | Barcelona","2018","Si","2017","2017","","","","","application/pdf","1 p.","application/pdf","","","","fundacions","Mandat 2015-2019","http://hdl.handle.net/11703/110739","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Barcelona Mobile World Capital Foundation","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Barcelona Mobile World Capital Foundation | Budget | Fundació Barcelona Mobile World Capital Foundation | Presupuestos | Fundació Barcelona Mobile World Capital Foundation","Economia","pressupostos","Pressupost anual 2018 de la Fundació Barcelona Mobile World Capital Foundation","","text","info:eu-repo/semantics/other",""
"Anual","","Turisme de Barcelona","","Barcelona | Barcelona | Barcelona","2013","No","2012-12-20","2012","","Aprovat pel Consell General del Consorci de 20-12-2012","","","application/pdf","4 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107571","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Turisme de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Turisme de Barcelona | Pressupost | Turisme de Barcelona | Budget | Turisme de Barcelona | Presupuestos","Economia","pressupostos | documents digitalitzats","Pressupost anual 2013 de Barcelona Turisme","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","Obert","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","2007","No","2006-11-24","2007-01-18","","Aprovat pel Plenari del Consell Municipal de 24-11-2006","","","application/pdf","","application/pdf","11762 | 11763","","Gaseta Municipal de Barcelona, núm. 2 (18-01-2007), p. 50-168","","Mandat 2003-2007","http://hdl.handle.net/11703/87086","cat","Ajuntament de Barcelona","","http://hdl.handle.net/11703/88922","","http://hdl.handle.net/11703/88933","","","","","Domini públic","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Administració local | Pressupostos municipals | Local government | Municipal budgets | Administración local | Presupuestos municipales","Economia | Sector públic","revistes i anuaris | pressupostos","Gaseta municipal de Barcelona. Any 094, núm. 02 (18 gen. 2007): Pressupostos Generals 2007","Pressupost general 2007","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci el Far (Barcelona)","","Barcelona | Barcelona | Barcelona","2016","No","2017","2017","","Es basa en el Pressupost anual 2016 del Consorci el Far [http://hdl.handle.net/11703/110454]","","","application/pdf","9 p.","application/pdf","","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/110741","cat","","","","http://hdl.handle.net/11703/110454","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci el Far (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci el Far (Barcelona) | Budget | Consorci el Far (Barcelona) | Presupuestos | Consorci el Far (Barcelona)","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost 2016 del Consorci el Far","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Barcelona Cicle de l'Aigua, S.A.","","Barcelona | Barcelona | Barcelona","2014","No","2013-09","2013","","","","","application/pdf","12 p.","application/pdf","","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/110474","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona Cicle de l'Aigua, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Barcelona Cicle de l'Aigua, S.A. | Municipal budgets | Barcelona Cicle de l'Aigua, S.A. | Presupuestos municipales | Barcelona Cicle de l'Aigua, S.A.","Economia","pressupostos","Pressupost anual 2014 de Barcelona Cicle de l'Aigua, S.A.","","text","info:eu-repo/semantics/other",""
"anual","","Consorci Localret","","Barcelona | Barcelona | Barcelona","2012","No","2013","2013","","","","","application/pdf","2 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/110252","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Localret","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci Localret | Budget | Consorci Localret | Presupuestos | Consorci Localret","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost 2012 del Consorci Localret","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Consorci del Museu de Ciències Naturals de Barcelona | Intervenció general","","Barcelona | Barcelona | Barcelona","2016","No","2015-10-22","2015","","Aprovació inicial pel Consell General del Consorci del Museu de Ciències Naturals de Barcelona de 22-10-2015 | No s'han presentat al·legacions, per tant, està definitivament aprovat | Requereix el Projecte de pressupost per a l'exercici 2016 del Consorci del Museu de Ciències Naturals de Barcelona : informe : intervenció [http://hdl.handle.net/11703/110417] | És base per la Liquidació del pressupost 2016 del Consorci del Museu de Ciències Naturals de Barcelona [http://hdl.handle.net/11703/110418]","","Liquidació del pressupost 2014 | Informe de la liquidació del pressupost de l'exercici 2014","application/pdf","2 documents","application/pdf","","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/110416","cat","","","","","http://hdl.handle.net/11703/110418","Reproducció digital del document en suport original","","","http://hdl.handle.net/11703/110417","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Museu de Ciències Naturals de Barcelona | Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Consorci del Museu de Ciències Naturals de Barcelona | Municipal budgets | Consorci del Museu de Ciències Naturals de Barcelona | Presupuestos municipales | Consorci del Museu de Ciències Naturals de Barcelona","Economia","pressupostos | documents digitalitzats","Pressupost anual 2016 del Consorci del Museu de Ciències Naturals de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
